Name,Edition,Count,Condition,Rarity,Buy List Amount,Retail Amount,#N/A,#N/A,,Trade In:,#N/A
Basal Thrull,Fallen Empires,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Basalt Monolith,Revised Edition,1,Near Mint,Uncommon,$.003,$0.85,$.003,$0.85,,,
Baton of Morale,Ice Age,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Battering Ram,Fourth Edition,1,Good (Lightly Played),Common,$.003,$0.10,$.003,$0.10,,,
Battering Ram,Antiquities,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Battle Frenzy,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Battle of Wits,Magic 2013,39,Near Mint,Rare,$.050,$0.30,$1.950,$11.70,,,
Battle Rampart,Mercadian Masques,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Battlefield Forge,Magic 2015 Core Set,9,Near Mint,Rare,$.100,$1.50,$.900,$13.50,,,
Battlefield Forge,Magic Origins,31,Near Mint,Rare,$.100,$1.25,$3.100,$38.75,,,
Battlefield Percher,Nemesis,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Battlefield Thaumaturge,Journey into Nyx,22,Near Mint,Rare,$.050,$0.30,$1.100,$6.60,,,
Bay Falcon,Mirage,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Bayou,Revised Edition,1,Near Mint,Rare,$95.000,$158.18,$95.000,$158.18,,,
Bayou,Revised Edition,1,Good (Lightly Played),Rare,$95.000,$158.18,$95.000,$158.18,,,
Bayou,Revised Edition,2,Heavily Played,Rare,$95.000,$158.18,$190.000,$316.35,,,
Bayou,Unlimited Edition,1,Good (Lightly Played),Rare,$192.750,$275.25,$192.750,$275.25,,,
Bearer of Silence,Oath of the Gatewatch,49,Near Mint,Rare,$.050,$0.55,$2.450,$26.95,,,
Bearer of the Heavens,Journey into Nyx,8,Near Mint,Rare,$.050,$0.30,$.400,$2.40,,,
Beast Within,New Phyrexia,1,Near Mint,Uncommon,$1.250,$4.50,$1.250,$4.50,,,
Beastcaller Savant,Battle for Zendikar,29,Near Mint,Rare,$.050,$0.55,$1.450,$15.95,,,
Beasts of Bogardan,Legends,2,Near Mint,Uncommon,$.003,$0.25,$.006,$0.50,,,
Beck // Call,Dragon's Maze,51,Near Mint,Rare,$.050,$0.65,$2.550,$33.15,,,
Befoul,Urza's Saga,3,Near Mint,Common,$.003,$0.10,$.009,$0.30,,,
Beguiler of Wills,Dark Ascension,23,Near Mint,MythicRare,$.250,$0.99,$5.750,$22.77,,,
Behold the Beyond,Shadows over Innistrad,8,Near Mint,MythicRare,$.250,$1.00,$2.000,$8.00,,,
Belbe's Armor,Nemesis,5,Near Mint,Uncommon,$.003,$0.15,$.015,$0.75,,,
Belbe's Percher,Nemesis,10,Near Mint,Common,$.003,$0.10,$.030,$1.00,,,
Belbe's Portal,Nemesis,2,Near Mint,Rare,$.750,$2.50,$1.500,$5.00,,,
Benalish Emissary,Invasion,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Benalish Heralds,Invasion,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Benalish Hero,Unlimited Edition,1,Near Mint,Common,$.003,$0.25,$.003,$0.25,,,
Benalish Hero,Revised Edition,10,Near Mint,Common,$.003,$0.10,$.030,$1.00,,,
Benalish Infantry,Weatherlight,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Benalish Lancer,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Benalish Missionary,Weatherlight,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Benalish Trapper,Invasion,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Bend or Break,Invasion,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Bequeathal,Exodus,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Berserkers' Onslaught,Dragons of Tarkir,29,Near Mint,Rare,$.050,$0.30,$1.450,$8.70,,,
Betrayal,Visions,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Betrothed of Fire,Weatherlight,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Bident of Thassa,Theros,61,Near Mint,Rare,$.050,$0.30,$3.050,$18.30,,,
Bind,Invasion,1,Near Mint,Rare,$.050,$0.65,$.050,$0.65,,,
Biomass Mutation,Gatecrash,39,Near Mint,Rare,$.050,$0.15,$1.950,$5.85,,,
Biovisionary,Gatecrash,26,Near Mint,Rare,$.050,$0.30,$1.300,$7.80,,,
Bird Maiden,Fourth Edition,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Birds of Paradise,Fourth Edition,1,Near Mint,Rare,$4.000,$8.00,$4.000,$8.00,,,
Birds of Paradise,Magic 2012,3,Near Mint,Rare,$4.000,$8.00,$12.000,$24.00,,,
Birthing Pod,New Phyrexia,2,Near Mint,Rare,$3.000,$6.00,$6.000,$12.00,,,
Black Knight,Revised Edition,1,Good (Lightly Played),Uncommon,$.003,$0.25,$.003,$0.25,,,
Black Knight,Revised Edition,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Black Mana Battery,Legends,2,Good (Lightly Played),Uncommon,$.003,$0.85,$.006,$1.70,,,
Black Sun's Zenith,Mirrodin Besieged,9,Near Mint,Rare,$.100,$1.75,$.900,$15.75,,,
Black Vise,Revised Edition,2,Near Mint,Uncommon,$.250,$1.50,$.500,$3.00,,,
Black Vise,Unlimited Edition,1,Near Mint,Uncommon,$3.750,$7.50,$3.750,$7.50,,,
Black Ward,Revised Edition,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Blade Splicer,New Phyrexia,22,Near Mint,Rare,$.500,$2.25,$11.000,$49.50,,,
Blanchwood Armor,Urza's Saga,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Blanchwood Treefolk,Urza's Saga,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Blasphemous Act,Innistrad,23,Near Mint,Rare,$.750,$2.75,$17.250,$63.25,,,
Blasted Landscape,Urza's Saga,1,Near Mint,Uncommon,$.003,$0.85,$.003,$0.85,,,
Blaster Mage,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Blastoderm,Nemesis,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Blazing Effigy,Legends,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Blazing Specter,Invasion,1,Near Mint,Rare,$.050,$0.65,$.050,$0.65,,,
Blessed Reincarnation,Dragons of Tarkir,29,Near Mint,Rare,$.050,$0.30,$1.450,$8.70,,,
Blessed Wind,Prophecy,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Blessed Wine,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Blight,Legends,2,Near Mint,Uncommon,$.250,$1.50,$.500,$3.00,,,
Blight Herder,Battle for Zendikar,55,Near Mint,Rare,$.050,$0.55,$2.750,$30.25,,,
Blighted Agent,New Phyrexia,4,Near Mint,Common,$.003,$0.75,$.012,$3.00,,,
Blighted Shaman,Mirage,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Blind Obedience,Gatecrash,25,Near Mint,Rare,$.500,$2.00,$12.500,$50.00,,,
Blind Seer,Invasion,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Blinding Angel,Nemesis,1,Near Mint,Rare,$.500,$2.00,$.500,$2.00,,,
Blinding Light,Invasion,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Blistering Barrier,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Bloated Toad,Urza's Legacy,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Blockade Runner,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Blood Baron of Vizkopa,Dragon's Maze,13,Near Mint,MythicRare,$.500,$2.25,$6.500,$29.25,,,
Blood Crypt,Return to Ravnica,2,Near Mint,Rare,$4.000,$7.75,$8.000,$15.50,,,
Blood Lust,Legends,2,Near Mint,Uncommon,$3.000,$5.75,$6.000,$11.50,,,
Blood Moon,The Dark,1,Near Mint,Rare,$30.750,$51.34,$30.750,$51.34,,,
Blood Moon,Chronicles,2,Good (Lightly Played),Rare,$23.500,$39.00,$47.000,$78.00,,,
Blood Moon,The Dark,2,Good (Lightly Played),Rare,$30.750,$51.34,$61.500,$102.68,,,
Blood of the Martyr,The Dark,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Blood Scrivener,Dragon's Maze,48,Near Mint,Rare,$.050,$0.30,$2.400,$14.40,,,
Blood-Chin Fanatic,Dragons of Tarkir,28,Near Mint,Rare,$.050,$0.30,$1.400,$8.40,,,
Bloodfire Dwarf,Apocalypse,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Bloodfire Infusion,Apocalypse,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Bloodfire Kavu,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Bloodgift Demon,Innistrad,9,Near Mint,Rare,$.050,$0.55,$.450,$4.95,,,
Bloodsoaked Champion,Khans of Tarkir,43,Near Mint,Rare,$.050,$0.65,$2.150,$27.95,,,
Bloodstained Mire,Khans of Tarkir,6,Near Mint,Rare,$7.250,$14.25,$43.500,$85.50,,,
Bloodstone Cameo,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Blossoming Wreath,Weatherlight,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Bludgeon Brawl,New Phyrexia,12,Near Mint,Rare,$.050,$0.30,$.600,$3.60,,,
Blue Elemental Blast,Revised Edition,8,Near Mint,Common,$.003,$0.15,$.024,$1.20,,,
Blue Mana Battery,Legends,2,Good (Lightly Played),Uncommon,$.003,$0.50,$.006,$1.00,,,
Blue Sun's Zenith,Mirrodin Besieged,4,Near Mint,Rare,$.050,$0.90,$.200,$3.60,,,
Blue Ward,Revised Edition,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Boa Constrictor,Mercadian Masques,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Bog Down,Planeshift,6,Near Mint,Common,$.003,$0.10,$.018,$0.60,,,
Bog Glider,Prophecy,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Bog Gnarr,Apocalypse,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Bog Imp,The Dark,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Bog Initiate,Invasion,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Bog Raiders,Urza's Saga,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Bog Rats,The Dark,6,Near Mint,Common,$.003,$0.10,$.018,$0.60,,,
Bog Smugglers,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Bog Witch,Mercadian Masques,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Bog Wraith,Revised Edition,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Bogbrew Witch,Magic 2014 Core Set,7,Near Mint,Rare,$.050,$0.45,$.350,$3.15,,,
Boiling Blood,Weatherlight,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Bola Warrior,Nemesis,10,Near Mint,Common,$.003,$0.10,$.030,$1.00,,,
Boltwing Marauder,Dragons of Tarkir,21,Near Mint,Rare,$.050,$0.30,$1.050,$6.30,,,
Bone Flute,The Dark,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Bone Flute,The Dark,2,Good (Lightly Played),Uncommon,$.003,$0.15,$.006,$0.30,,,
Bone Harvest,Mirage,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Bone Mask,Mirage,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Bone Shaman,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Bonescythe Sliver,Magic 2014 Core Set,6,Near Mint,Rare,$.500,$2.00,$3.000,$12.00,,,
Bonfire of the Damned,Avacyn Restored,3,Near Mint,MythicRare,$2.500,$5.00,$7.500,$15.00,,,
Book of Rass,The Dark,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Boomerang,Classic Sixth Edition,1,Good (Lightly Played),Common,$.003,$0.15,$.003,$0.15,,,
Boomerang,Legends,1,Near Mint,Common,$.003,$0.50,$.003,$0.50,,,
Boomerang,Legends,3,Near Mint,Common,$.003,$0.50,$.009,$1.50,,,
Boon Satyr,Theros,51,Near Mint,Rare,$.050,$0.30,$2.550,$15.30,,,
Borborygmos Enraged,Gatecrash,25,Near Mint,MythicRare,$.250,$1.00,$6.250,$25.00,,,
Boros Battleshaper,Dragon's Maze,60,Near Mint,Rare,$.050,$0.30,$3.000,$18.00,,,
Boros Charm,Gatecrash,8,Near Mint,Uncommon,$.750,$2.75,$6.000,$22.00,,,
Boros Reckoner,Gatecrash,12,Near Mint,Rare,$.750,$2.50,$9.000,$30.00,,,
"Boseiju, Who Shelters All",Champions of Kamigawa,3,Near Mint,Rare,$9.750,$19.25,$29.250,$57.75,,,
Bottle of Suleiman,Revised Edition,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Bottomless Pit,Stronghold,1,Near Mint,Uncommon,$.003,$0.25,$.003,$0.25,,,
Bottomless Vault,Fallen Empires,4,Near Mint,Rare,$.050,$0.75,$.200,$3.00,,,
Bouncing Beebles,Urza's Legacy,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Bow of Nylea,Theros,37,Near Mint,Rare,$.100,$1.75,$3.700,$64.75,,,
Brain in a Jar,Shadows over Innistrad,8,Near Mint,Rare,$.050,$0.90,$.400,$7.20,,,
Braingeyser,Revised Edition,2,Near Mint,Rare,$.750,$2.50,$1.500,$5.00,,,
Braingeyser,Unlimited Edition,1,Heavily Played,Rare,$15.250,$25.50,$15.250,$25.50,,,
Braingeyser,Unlimited Edition,1,Played,Rare,$16.750,$27.75,$16.750,$27.75,,,
Brainstorm,Ice Age,1,Near Mint,Common,$.050,$1.00,$.050,$1.00,,,
Brainstorm,Mercadian Masques,6,Near Mint,Common,$.100,$1.25,$.600,$7.50,,,
Brainwash,Fourth Edition,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Brainwash,The Dark,6,Near Mint,Common,$.003,$0.10,$.018,$0.60,,,
Branded Brawlers,Prophecy,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Brass Herald,Apocalypse,7,Near Mint,Uncommon,$.003,$0.25,$.021,$1.75,,,
Brass Man,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Brassclaw Orcs,Fallen Empires,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Brassclaw Orcs,Fallen Empires,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Brassclaw Orcs,Fallen Empires,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Brassclaw Orcs,Fallen Empires,7,Near Mint,Common,$.003,$0.15,$.021,$1.05,,,
Brawl,Mercadian Masques,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Breach,Urza's Saga,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Breaking // Entering,Dragon's Maze,33,Near Mint,Rare,$.050,$0.75,$1.650,$24.75,,,
Breath of Darigaaz,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Breathstealer,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Breeding Pit,Fallen Empires,5,Near Mint,Uncommon,$.003,$0.25,$.015,$1.25,,,
Breezekeeper,Visions,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Briar Patch,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Bribery,Mercadian Masques,2,Near Mint,Rare,$9.750,$19.50,$19.500,$39.00,,,
Brilliant Halo,Urza's Saga,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
"Brimaz, King of Oreskos",Born of the Gods,4,Near Mint,MythicRare,$4.000,$8.00,$16.000,$32.00,,,
Brine Shaman,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Bring to Light,Battle for Zendikar,58,Near Mint,Rare,$.050,$0.75,$2.900,$43.50,,,
Broken Fall,Tempest,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Bronze Tablet,Fourth Edition,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Brood Butcher,Battle for Zendikar,58,Near Mint,Rare,$.050,$0.30,$2.900,$17.40,,,
Brothers of Fire,Fourth Edition,1,Near Mint,Uncommon,$.003,$0.10,$.003,$0.10,,,
Brothers of Fire,The Dark,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Brown Ouphe,Ice Age,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
"Bruna, Light of Alabaster",Avacyn Restored,2,Near Mint,MythicRare,$.500,$2.00,$1.000,$4.00,,,
Brush with Death,Stronghold,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Brushland,Ice Age,1,Near Mint,Rare,$3.250,$6.50,$3.250,$6.50,,,
Brutal Expulsion,Battle for Zendikar,45,Near Mint,Rare,$.050,$0.30,$2.250,$13.50,,,
Brutal Hordechief,Fate Reforged,23,Near Mint,MythicRare,$.250,$1.25,$5.750,$28.75,,,
Brutal Suppression,Prophecy,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Builder's Bane,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Bull Elephant,Visions,1,Near Mint,Common,$.003,$0.10,$.003,$0.10,,,
Bullwhip,Stronghold,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Bulwark,Urza's Saga,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Buoyancy,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Burn at the Stake,Avacyn Restored,35,Near Mint,Rare,$.050,$0.30,$1.750,$10.50,,,
Burn from Within,Shadows over Innistrad,11,Near Mint,Rare,$.050,$0.30,$.550,$3.30,,,
Burning Anger,Magic 2015 Core Set,6,Near Mint,Rare,$.050,$0.15,$.300,$0.90,,,
Burning Earth,Magic 2014 Core Set,6,Near Mint,Rare,$.050,$0.30,$.300,$1.80,,,
Burning Shield Askari,Mirage,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Burrowing,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Burst of Energy,Urza's Legacy,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Butcher of the Horde,Khans of Tarkir,64,Near Mint,Rare,$.050,$0.30,$3.200,$19.20,,,
Bygone Bishop,Shadows over Innistrad,12,Near Mint,Rare,$.100,$1.50,$1.200,$18.00,,,
Cackling Counterpart,Innistrad,24,Near Mint,Rare,$.050,$0.45,$1.200,$10.80,,,
Cackling Fiend,Urza's Saga,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Cackling Witch,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Caged Sun,New Phyrexia,1,Near Mint,Rare,$1.000,$4.00,$1.000,$4.00,,,
Caldera Kavu,Planeshift,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Caldera Lake,Tempest,1,Near Mint,Rare,$.050,$0.75,$.050,$0.75,,,
Call the Gatewatch,Oath of the Gatewatch,27,Near Mint,Rare,$.050,$0.30,$1.350,$8.10,,,
Call to the Grave,Magic 2012,1,Near Mint,Rare,$.050,$0.90,$.050,$0.90,,,
Call to the Kindred,Dark Ascension,31,Near Mint,Rare,$.050,$0.30,$1.550,$9.30,,,
Calming Licid,Stronghold,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Calming Verse,Prophecy,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Camel,Arabian Nights,1,Near Mint,Common,$.003,$0.40,$.003,$0.40,,,
Camel,Arabian Nights,1,Good (Lightly Played),Common,$.003,$0.40,$.003,$0.40,,,
Cannibalize,Stronghold,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Canopy Surge,Invasion,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Canopy Vista,Battle for Zendikar,43,Near Mint,Rare,$.750,$3.00,$32.250,$129.00,,,
Capashen Unicorn,Invasion,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Captain of the Mists,Avacyn Restored,38,Near Mint,Rare,$.050,$0.30,$1.900,$11.40,,,
Captain of the Watch,Magic 2013,2,Near Mint,Rare,$.050,$0.65,$.100,$1.30,,,
Captain Sisay,Invasion,4,Near Mint,Rare,$1.000,$3.50,$4.000,$14.00,,,
Captain's Claws,Oath of the Gatewatch,27,Near Mint,Rare,$.050,$0.65,$1.350,$17.55,,,
Captain's Maneuver,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Carnifex Demon,Scars of Mirrodin,10,Near Mint,Rare,$.050,$0.30,$.500,$3.00,,,
Carnival Hellsteed,Return to Ravnica,64,Near Mint,Rare,$.050,$0.30,$3.200,$19.20,,,
Carnivorous Plant,The Dark,5,Near Mint,Common,$.003,$0.10,$.015,$0.50,,,
Carnophage,Exodus,3,Near Mint,Common,$.003,$0.25,$.009,$0.75,,,
Carpet of Flowers,Urza's Saga,2,Near Mint,Uncommon,$.750,$2.50,$1.500,$5.00,,,
Carrion Wall,Nemesis,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Castle,Revised Edition,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Castle Sengir,Homelands,4,Near Mint,Uncommon,$.003,$0.15,$.012,$0.60,,,
Cat Burglar,Exodus,2,Near Mint,Common,$.003,$0.15,$.006,$0.30,,,
Cat Warriors,Classic Sixth Edition,1,Good (Lightly Played),Common,$.003,$0.10,$.003,$0.10,,,
Cat Warriors,Legends,1,Near Mint,Common,$.003,$0.15,$.003,$0.15,,,
Cat Warriors,Legends,3,Near Mint,Common,$.003,$0.15,$.009,$0.45,,,
Catalog,Urza's Saga,2,Near Mint,Common,$.003,$0.10,$.006,$0.20,,,
Catastrophe,Urza's Saga,1,Near Mint,Rare,$1.000,$4.25,$1.000,$4.25,,,
Catch // Release,Dragon's Maze,55,Near Mint,Rare,$.050,$0.30,$2.750,$16.50,,,
Cateran Brute,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Cateran Enforcer,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Cateran Kidnappers,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Cateran Persuader,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Cateran Slaver,Mercadian Masques,1,Near Mint,Rare,$.050,$0.30,$.050,$0.30,,,
Cateran Summons,Mercadian Masques,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Cathars' Crusade,Avacyn Restored,4,Near Mint,Rare,$.100,$1.50,$.400,$6.00,,,
Cathedral of Serra,Legends,1,Near Mint,Uncommon,$.250,$1.25,$.250,$1.25,,,
Cathedral of War,Magic 2013,22,Near Mint,Rare,$.100,$1.50,$2.200,$33.00,,,
Cathodion,Urza's Saga,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Cauldron Dance,Invasion,4,Near Mint,Uncommon,$.003,$0.25,$.012,$1.00,,,
Caustic Wasps,Mercadian Masques,3,Near Mint,Uncommon,$.003,$0.15,$.009,$0.45,,,
Cave People,The Dark,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Cave Sense,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Cavern Crawler,Mercadian Masques,3,Near Mint,Common,$.003,$0.10,$.009,$0.30,,,
Cavern Harpy,Planeshift,6,Near Mint,Common,$.003,$0.15,$.018,$0.90,,,
Cavern of Souls,Avacyn Restored,2,Near Mint,Rare,$33.500,$56.00,$67.000,$112.00,,,
Caves of Koilos,Magic 2015 Core Set,2,Near Mint,Rare,$.100,$1.75,$.200,$3.50,,,
Caves of Koilos,Magic Origins,9,Near Mint,Rare,$.100,$1.75,$.900,$15.75,,,
Celestial Archon,Theros,59,Near Mint,Rare,$.050,$0.30,$2.950,$17.70,,,
Celestial Colonnade,Worldwake,2,Near Mint,Rare,$22.000,$36.50,$44.000,$73.00,,,
Celestial Convergence,Prophecy,2,Near Mint,Rare,$.050,$0.65,$.100,$1.30,,,
Celestial Dawn,Mirage,1,Near Mint,Rare,$.050,$0.65,$.050,$0.65,,,
Celestial Dawn,Classic Sixth Edition,1,Near Mint,Rare,$.050,$0.90,$.050,$0.90,,,
Celestial Prism,Revised Edition,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Cemetery Reaper,Magic 2012,5,Near Mint,Rare,$.750,$3.00,$3.750,$15.00,,,
Cerebral Eruption,Scars of Mirrodin,12,Near Mint,Rare,$.050,$0.30,$.600,$3.60,,,
Ceremonial Guard,Mercadian Masques,4,Near Mint,Common,$.003,$0.10,$.012,$0.40,,,
Ceta Disciple,Apocalypse,4,Near Mint,Common,$.003,$0.15,$.012,$0.60,,,
Ceta Sanctuary,Apocalypse,7,Near Mint,Uncommon,$.003,$0.15,$.021,$1.05,,,
Chain Lightning,Legends,3,Near Mint,Common,$6.250,$12.50,$18.750,$37.50,,,
Chained to the Rocks,Theros,68,Near Mint,Rare,$.050,$0.30,$3.400,$20.40,,,
Chambered Nautilus,Mercadian Masques,1,Near Mint,Uncommon,$.003,$0.15,$.003,$0.15,,,
Chameleon Spirit,Mercadian Masques,2,Near Mint,Uncommon,$.003,$0.15,$.006,$0.30,,,
Champion of Lambholt,Avacyn Restored,23,Near Mint,Rare,$.500,$2.25,$11.500,$51.75,,,
Champion of Stray Souls,Born of the Gods,14,Near Mint,MythicRare,$.250,$0.99,$3.500,$13.86,,,
Champion of the Parish,Innistrad,2,Near Mint,Rare,$.750,$2.50,$1.500,$5.00,,,
Chancellor of the Annex,New Phyrexia,9,Near Mint,Rare,$.100,$1.00,$.900,$9.00,,,
Chancellor of the Dross,New Phyrexia,14,Near Mint,Rare,$.050,$0.45,$.700,$6.30,,,
Chancellor of the Forge,New Phyrexia,4,Near Mint,Rare,$.050,$0.55,$.200,$2.20,,,
Chancellor of the Spires,New Phyrexia,15,Near Mint,Rare,$.050,$0.45,$.750,$6.75,,,
Chancellor of the Tangle,New Phyrexia,10,Near Mint,Rare,$.050,$0.30,$.500,$3.00,,,
"Chandra, Fire of Kaladesh",Magic Origins,16,Near Mint,Rare,$1.000,$4.00,$16.000,$64.00,,,
"Chandra, Flamecaller",Oath of the Gatewatch,3,Near Mint,Rare,$6.250,$12.25,$18.750,$36.75,,,
"Chandra, Pyromaster",Magic 2015 Core Set,3,Near Mint,MythicRare,$.750,$3.00,$2.250,$9.00,,,
Chandra's Ignition,Magic Origins,33,Near Mint,MythicRare,$.250,$0.30,$8.250,$9.90,,,
Chandra's Phoenix,Magic 2014 Core Set,5,Near Mint,MythicRare,$.250,$0.55,$1.250,$2.75,,,
Channel,Revised Edition,9,Near Mint,Uncommon,$.003,$0.25,$.027,$2.25,,,
Chaos Imps,Return to Ravnica,62,Near Mint,Rare,$.050,$0.15,$3.100,$9.30,,,
Chaoslace,Revised Edition,3,Near Mint,Rare,$.050,$0.30,$.150,$0.90,,,
