Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Rarity,Price
22,8,Battlefield Thaumaturge,Journey into Nyx,31,Near Mint,English,,,,,,,,25,Rare,$0.36
1,0,Bay Falcon,Mirage,54,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Bayou,Unlimited Edition,279,Near Mint,English,,,,,,,,,Rare,$265.91
2,0,Bayou,Revised Edition,283,Good (Lightly Played),English,,,,,,,,,Rare,$176.19
1,0,Bayou,Revised Edition,283,Good (Lightly Played),English,,,,,,,,,Rare,$176.19
1,0,Bayou,Revised Edition,283,Heavily Played,English,,,,,,,,,Rare,$176.19
49,8,Bearer of Silence,Oath of the Gatewatch,67,Near Mint,English,,,,,,,,50,Rare,$0.57
8,8,Bearer of the Heavens,Journey into Nyx,89,Near Mint,English,,,,,,,,50,Rare,$0.37
1,1,Beast Within,New Phyrexia,103,Near Mint,English,,,,,,,,450,Uncommon,$4.57
29,8,Beastcaller Savant,Battle for Zendikar,170,Near Mint,English,,,,,,,,50,Rare,$0.59
2,0,Beasts of Bogardan,Legends,133,Near Mint,English,,,,,,,,,Uncommon,$0.38
51,8,Beck // Call,Dragon's Maze,123,Near Mint,English,,,,,,,,0,Rare,$0.62
3,0,Befoul,Urza's Saga,116,Near Mint,English,,,,,,,,,Common,$0.14
23,8,Beguiler of Wills,Dark Ascension,28,Near Mint,English,,,,,,,,100,MythicRare,$0.95
8,8,Behold the Beyond,Shadows over Innistrad,101,Near Mint,English,,,,,,,,100,MythicRare,$1.13
5,0,Belbe's Armor,Nemesis,126,Near Mint,English,,,,,,,,,Uncommon,$0.21
10,0,Belbe's Percher,Nemesis,53,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Belbe's Portal,Nemesis,127,Near Mint,English,,,,,,,,,Rare,$2.63
4,0,Benalish Emissary,Invasion,5,Near Mint,English,,,,,,,,,Uncommon,$0.22
3,0,Benalish Heralds,Invasion,6,Near Mint,English,,,,,,,,,Uncommon,$0.20
1,0,Benalish Hero,Unlimited Edition,188,Near Mint,English,,,,,,,,,Common,$0.25
10,0,Benalish Hero,Revised Edition,188,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Benalish Infantry,Weatherlight,124,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Benalish Lancer,Invasion,7,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Benalish Missionary,Weatherlight,126,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Benalish Trapper,Invasion,8,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Bend or Break,Invasion,137,Near Mint,English,,,,,,,,,Rare,$0.31
4,0,Bequeathal,Exodus,106,Near Mint,English,,,,,,,,,Common,$0.19
29,8,Berserkers' Onslaught,Dragons of Tarkir,130,Near Mint,English,,,,,,,,25,Rare,$0.36
3,0,Betrayal,Visions,26,Near Mint,English,,,,,,,,,Common,$0.17
2,0,Betrothed of Fire,Weatherlight,89,Near Mint,English,,,,,,,,,Common,$0.14
61,8,Bident of Thassa,Theros,42,Near Mint,English,,,,,,,,25,Rare,$0.30
1,0,Bind,Invasion,182,Near Mint,English,,,,,,,,,Rare,$0.72
39,8,Biomass Mutation,Gatecrash,213,Near Mint,English,,,,,,,,25,Rare,$0.24
26,8,Biovisionary,Gatecrash,146,Near Mint,English,,,,,,,,50,Rare,$0.39
1,0,Bird Maiden,Fourth Edition,195,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Birds of Paradise,Fourth Edition,118,Near Mint,English,,,,,,,,,Rare,$7.87
3,3,Birds of Paradise,Magic 2012,165,Near Mint,English,,,,,,,,800,Rare,$7.90
2,2,Birthing Pod,New Phyrexia,104,Near Mint,English,,,,,,,,600,Rare,$6.16
1,0,Black Knight,Revised Edition,3,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.27
1,0,Black Knight,Revised Edition,3,Near Mint,English,,,,,,,,,Uncommon,$0.27
2,0,Black Mana Battery,Legends,216,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.88
9,8,Black Sun's Zenith,Mirrodin Besieged,39,Near Mint,English,,,,,,,,175,Rare,$1.97
1,0,Black Vise,Unlimited Edition,234,Near Mint,English,,,,,,,,,Uncommon,$7.84
2,0,Black Vise,Revised Edition,236,Near Mint,English,,,,,,,,,Uncommon,$1.30
2,0,Black Ward,Revised Edition,189,Near Mint,English,,,,,,,,,Uncommon,$0.17
22,8,Blade Splicer,New Phyrexia,4,Near Mint,English,,,,,,,,225,Rare,$2.30
1,0,Blanchwood Armor,Urza's Saga,237,Near Mint,English,,,,,,,,,Uncommon,$0.39
1,0,Blanchwood Treefolk,Urza's Saga,238,Near Mint,English,,,,,,,,,Common,$0.14
23,8,Blasphemous Act,Innistrad,130,Near Mint,English,,,,,,,,275,Rare,$2.62
1,0,Blasted Landscape,Urza's Saga,319,Near Mint,English,,,,,,,,,Uncommon,$0.96
4,0,Blaster Mage,Mercadian Masques,175,Near Mint,English,,,,,,,,,Common,$0.14
6,0,Blastoderm,Nemesis,102,Near Mint,English,,,,,,,,,Common,$0.19
3,0,Blazing Effigy,Legends,134,Near Mint,English,,,,,,,,,Common,$0.20
1,0,Blazing Specter,Invasion,236,Near Mint,English,,,,,,,,,Rare,$0.70
29,8,Blessed Reincarnation,Dragons of Tarkir,47,Near Mint,English,,,,,,,,25,Rare,$0.30
1,0,Blessed Wind,Prophecy,4,Near Mint,English,,,,,,,,,Rare,$0.36
2,0,Blessed Wine,Ice Age,231,Near Mint,English,,,,,,,,,Common,$0.13
2,0,Blight,Legends,3,Near Mint,English,,,,,,,,,Uncommon,$1.69
55,8,Blight Herder,Battle for Zendikar,2,Near Mint,English,,,,,,,,50,Rare,$0.50
4,4,Blighted Agent,New Phyrexia,29,Near Mint,English,,,,,,,,100,Common,$0.87
1,0,Blighted Shaman,Mirage,5,Near Mint,English,,,,,,,,,Uncommon,$0.17
25,8,Blind Obedience,Gatecrash,6,Near Mint,English,,,,,,,,200,Rare,$2.12
1,0,Blind Seer,Invasion,47,Near Mint,English,,,,,,,,,Rare,$0.34
1,0,Blinding Angel,Nemesis,3,Near Mint,English,,,,,,,,,Rare,$1.87
1,0,Blinding Light,Invasion,9,Near Mint,English,,,,,,,,,Uncommon,$0.21
2,0,Blistering Barrier,Mirage,159,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Bloated Toad,Urza's Legacy,97,Near Mint,English,,,,,,,,,Uncommon,$0.22
4,0,Blockade Runner,Mercadian Masques,60,Near Mint,English,,,,,,,,,Common,$0.14
13,8,Blood Baron of Vizkopa,Dragon's Maze,57,Near Mint,English,,,,,,,,225,MythicRare,$2.40
2,2,Blood Crypt,Return to Ravnica,238,Near Mint,English,,,,,,,,800,Rare,$8.15
2,0,Blood Lust,Legends,135,Near Mint,English,,,,,,,,,Uncommon,$5.64
2,2,Blood Moon,Chronicles,46,Near Mint,English,,,,,,,,3950,Rare,$38.11
2,0,Blood Moon,The Dark,57,Good (Lightly Played),English,,,,,,,,,Rare,$59.00
1,0,Blood Moon,The Dark,57,Good (Lightly Played),English,,,,,,,,,Rare,$59.00
4,0,Blood of the Martyr,The Dark,75,Near Mint,English,,,,,,,,,Uncommon,$0.21
48,8,Blood Scrivener,Dragon's Maze,22,Near Mint,English,,,,,,,,25,Rare,$0.28
28,8,Blood-Chin Fanatic,Dragons of Tarkir,88,Near Mint,English,,,,,,,,50,Rare,$0.35
4,0,Bloodfire Dwarf,Apocalypse,56,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Bloodfire Infusion,Apocalypse,57,Near Mint,English,,,,,,,,,Common,$0.14
7,0,Bloodfire Kavu,Apocalypse,58,Near Mint,English,,,,,,,,,Uncommon,$0.17
9,8,Bloodgift Demon,Innistrad,89,Near Mint,English,,,,,,,,50,Rare,$0.53
43,8,Bloodsoaked Champion,Khans of Tarkir,66,Near Mint,English,,,,,,,,75,Rare,$0.65
6,6,Bloodstained Mire,Khans of Tarkir,230,Near Mint,English,,,,,,,,1475,Rare,$14.84
2,0,Bloodstone Cameo,Invasion,298,Near Mint,English,,,,,,,,,Uncommon,$0.20
1,0,Blossoming Wreath,Weatherlight,62,Near Mint,English,,,,,,,,,Common,$0.14
12,8,Bludgeon Brawl,New Phyrexia,80,Near Mint,English,,,,,,,,25,Rare,$0.31
8,0,Blue Elemental Blast,Revised Edition,49,Near Mint,English,,,,,,,,,Common,$0.16
2,0,Blue Mana Battery,Legends,217,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.67
4,4,Blue Sun's Zenith,Mirrodin Besieged,20,Near Mint,English,,,,,,,,100,Rare,$0.96
3,0,Blue Ward,Revised Edition,191,Near Mint,English,,,,,,,,,Uncommon,$0.16
2,0,Boa Constrictor,Mercadian Masques,231,Near Mint,English,,,,,,,,,Uncommon,$0.18
6,0,Bog Down,Planeshift,39,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Bog Glider,Prophecy,58,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Bog Gnarr,Apocalypse,76,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Bog Imp,The Dark,3,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Bog Initiate,Invasion,95,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Bog Raiders,Urza's Saga,119,Near Mint,English,,,,,,,,,Common,$0.14
6,0,Bog Rats,The Dark,4,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Bog Smugglers,Mercadian Masques,117,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Bog Witch,Mercadian Masques,118,Near Mint,English,,,,,,,,,Common,$0.15
3,0,Bog Wraith,Revised Edition,4,Near Mint,English,,,,,,,,,Uncommon,$0.16
7,7,Bogbrew Witch,Magic 2014 Core Set,88,Near Mint,English,,,,,,,,50,Rare,$0.41
1,0,Boiling Blood,Weatherlight,92,Near Mint,English,,,,,,,,,Common,$0.16
10,0,Bola Warrior,Nemesis,78,Near Mint,English,,,,,,,,,Common,$0.14
21,8,Boltwing Marauder,Dragons of Tarkir,214,Near Mint,English,,,,,,,,25,Rare,$0.32
2,0,Bone Flute,The Dark,94,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Bone Flute,The Dark,94,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.18
1,0,Bone Harvest,Mirage,6,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Bone Mask,Mirage,260,Near Mint,English,,,,,,,,,Rare,$0.32
2,0,Bone Shaman,Ice Age,176,Near Mint,English,,,,,,,,,Common,$0.14
6,6,Bonescythe Sliver,Magic 2014 Core Set,9,Near Mint,English,,,,,,,,200,Rare,$1.96
3,3,Bonfire of the Damned,Avacyn Restored,129,Near Mint,English,,,,,,,,500,MythicRare,$4.96
2,0,Book of Rass,The Dark,95,Near Mint,English,,,,,,,,,Uncommon,$0.24
3,0,Boomerang,Legends,48,Good (Lightly Played),English,,,,,,,,,Common,$0.56
1,0,Boomerang,Legends,48,Near Mint,English,,,,,,,,,Common,$0.56
1,0,Boomerang,Classic Sixth Edition,58,Near Mint,English,,,,,,,,,Common,$0.19
51,8,Boon Satyr,Theros,152,Near Mint,English,,,,,,,,25,Rare,$0.32
25,8,Borborygmos Enraged,Gatecrash,147,Near Mint,English,,,,,,,,100,MythicRare,$1.02
60,8,Boros Battleshaper,Dragon's Maze,58,Near Mint,English,,,,,,,,25,Rare,$0.26
8,8,Boros Charm,Gatecrash,148,Near Mint,English,,,,,,,,275,Uncommon,$2.73
12,8,Boros Reckoner,Gatecrash,215,Near Mint,English,,,,,,,,275,Rare,$2.73
3,3,"Boseiju, Who Shelters All",Champions of Kamigawa,273,Near Mint,English,,,,,,,,2000,Rare,$18.76
1,0,Bottle of Suleiman,Revised Edition,237,Near Mint,English,,,,,,,,,Rare,$0.30
1,0,Bottomless Pit,Stronghold,1,Near Mint,English,,,,,,,,,Uncommon,$0.28
4,0,Bottomless Vault,Fallen Empires,177,Near Mint,English,,,,,,,,,Rare,$0.82
3,0,Bouncing Beebles,Urza's Legacy,28,Near Mint,English,,,,,,,,,Common,$0.15
37,8,Bow of Nylea,Theros,153,Near Mint,English,,,,,,,,175,Rare,$1.85
8,8,Brain in a Jar,Shadows over Innistrad,252,Near Mint,English,,,,,,,,100,Rare,$0.96
1,0,Braingeyser,Unlimited Edition,51,Heavily Played,English,,,,,,,,,Rare,$29.99
1,0,Braingeyser,Unlimited Edition,51,Played,English,,,,,,,,,Rare,$29.99
2,0,Braingeyser,Revised Edition,50,Near Mint,English,,,,,,,,,Rare,$2.54
1,0,Brainstorm,Ice Age,61,Near Mint,English,,,,,,,,,Common,$1.02
6,0,Brainstorm,Mercadian Masques,61,Near Mint,English,,,,,,,,,Common,$1.27
6,0,Brainwash,The Dark,76,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Brainwash,Fourth Edition,261,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Branded Brawlers,Prophecy,84,Near Mint,English,,,,,,,,,Common,$0.14
7,0,Brass Herald,Apocalypse,133,Near Mint,English,,,,,,,,,Uncommon,$0.25
1,0,Brass Man,Revised Edition,238,Near Mint,English,,,,,,,,,Uncommon,$0.15
2,0,Brassclaw Orcs,Fallen Empires,100,Near Mint,English,,,,,,,,,Common,$0.18
7,0,Brassclaw Orcs,Fallen Empires,101,Near Mint,English,,,,,,,,,Common,$0.15
4,0,Brassclaw Orcs,Fallen Empires,102,Near Mint,English,,,,,,,,,Common,$0.18
4,0,Brassclaw Orcs,Fallen Empires,103,Near Mint,English,,,,,,,,,Common,$0.18
1,0,Brawl,Mercadian Masques,178,Near Mint,English,,,,,,,,,Rare,$0.30
4,0,Breach,Urza's Saga,120,Near Mint,English,,,,,,,,,Common,$0.15
33,8,Breaking // Entering,Dragon's Maze,124,Near Mint,English,,,,,,,,0,Rare,$0.77
2,0,Breath of Darigaaz,Invasion,138,Near Mint,English,,,,,,,,,Uncommon,$0.22
2,0,Breathstealer,Mirage,7,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Breeding Pit,Fallen Empires,9,Near Mint,English,,,,,,,,,Uncommon,$0.25
3,0,Breezekeeper,Visions,27,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Briar Patch,Mercadian Masques,232,Near Mint,English,,,,,,,,,Uncommon,$0.21
2,1,Bribery,Mercadian Masques,62,Near Mint,English,,,,,,,,,Rare,$19.51
3,0,Brilliant Halo,Urza's Saga,5,Near Mint,English,,,,,,,,,Common,$0.16
4,4,"Brimaz, King of Oreskos",Born of the Gods,5,Near Mint,English,,,,,,,,800,MythicRare,$7.97
2,0,Brine Shaman,Ice Age,3,Near Mint,English,,,,,,,,,Common,$0.14
58,8,Bring to Light,Battle for Zendikar,209,Near Mint,English,,,,,,,,50,Rare,$0.79
1,0,Broken Fall,Tempest,110,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Bronze Tablet,Fourth Edition,321,Near Mint,English,,,,,,,,,Rare,$0.27
58,8,Brood Butcher,Battle for Zendikar,199,Near Mint,English,,,,,,,,25,Rare,$0.29
4,0,Brothers of Fire,The Dark,58,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Brothers of Fire,Fourth Edition,197,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Brown Ouphe,Ice Age,116,Near Mint,English,,,,,,,,,Common,$0.14
2,2,"Bruna, Light of Alabaster",Avacyn Restored,208,Near Mint,English,,,,,,,,200,MythicRare,$2.06
2,0,Brush with Death,Stronghold,2,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Brushland,Ice Age,327,Near Mint,English,,,,,,,,,Rare,$6.53
45,8,Brutal Expulsion,Battle for Zendikar,200,Near Mint,English,,,,,,,,25,Rare,$0.37
23,8,Brutal Hordechief,Fate Reforged,64,Near Mint,English,,,,,,,,125,MythicRare,$1.44
1,0,Brutal Suppression,Prophecy,85,Near Mint,English,,,,,,,,,Uncommon,$0.20
2,0,Builder's Bane,Mirage,160,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Bull Elephant,Visions,51,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Bullwhip,Stronghold,126,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Bulwark,Urza's Saga,178,Near Mint,English,,,,,,,,,Rare,$0.30
4,0,Buoyancy,Mercadian Masques,63,Near Mint,English,,,,,,,,,Common,$0.14
35,8,Burn at the Stake,Avacyn Restored,130,Near Mint,English,,,,,,,,50,Rare,$0.37
11,8,Burn from Within,Shadows over Innistrad,148,Near Mint,English,,,,,,,,25,Rare,$0.36
6,6,Burning Anger,Magic 2015 Core Set,133,Near Mint,English,,,,,,,,25,Rare,$0.23
6,6,Burning Earth,Magic 2014 Core Set,130,Near Mint,English,,,,,,,,50,Rare,$0.38
2,0,Burning Shield Askari,Mirage,162,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Burrowing,Revised Edition,139,Near Mint,English,,,,,,,,,Uncommon,$0.16
2,0,Burst of Energy,Urza's Legacy,3,Near Mint,English,,,,,,,,,Common,$0.15
64,8,Butcher of the Horde,Khans of Tarkir,168,Near Mint,English,,,,,,,,25,Rare,$0.38
12,8,Bygone Bishop,Shadows over Innistrad,8,Near Mint,English,,,,,,,,125,Rare,$1.39
24,8,Cackling Counterpart,Innistrad,46,Near Mint,English,,,,,,,,50,Rare,$0.42
1,0,Cackling Fiend,Urza's Saga,121,Near Mint,English,,,,,,,,,Common,$0.16
1,0,Cackling Witch,Mercadian Masques,119,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,1,Caged Sun,New Phyrexia,132,Near Mint,English,,,,,,,,400,Rare,$4.19
5,0,Caldera Kavu,Planeshift,58,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Caldera Lake,Tempest,306,Near Mint,English,,,,,,,,,Rare,$0.77
27,8,Call the Gatewatch,Oath of the Gatewatch,16,Near Mint,English,,,,,,,,25,Rare,$0.36
1,1,Call to the Grave,Magic 2012,85,Near Mint,English,,,,,,,,75,Rare,$0.86
31,8,Call to the Kindred,Dark Ascension,30,Near Mint,English,,,,,,,,50,Rare,$0.36
2,0,Calming Licid,Stronghold,102,Near Mint,English,,,,,,,,,Uncommon,$0.20
6,0,Calming Verse,Prophecy,110,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Camel,Arabian Nights,58,Near Mint,English,,,,,,,,,Common,$0.65
1,0,Camel,Arabian Nights,58,Good (Lightly Played),English,,,,,,,,,Common,$0.65
2,0,Cannibalize,Stronghold,3,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Canopy Surge,Invasion,184,Near Mint,English,,,,,,,,,Uncommon,$0.18
43,8,Canopy Vista,Battle for Zendikar,234,Near Mint,English,,,,,,,,300,Rare,$3.14
4,0,Capashen Unicorn,Invasion,10,Near Mint,English,,,,,,,,,Common,$0.15
38,8,Captain of the Mists,Avacyn Restored,45,Near Mint,English,,,,,,,,25,Rare,$0.31
2,2,Captain of the Watch,Magic 2013,8,Near Mint,English,,,,,,,,75,Rare,$0.72
4,0,Captain Sisay,Invasion,237,Near Mint,English,,,,,,,,,Rare,$3.64
27,8,Captain's Claws,Oath of the Gatewatch,162,Near Mint,English,,,,,,,,50,Rare,$0.63
7,0,Captain's Maneuver,Apocalypse,92,Near Mint,English,,,,,,,,,Uncommon,$0.18
10,8,Carnifex Demon,Scars of Mirrodin,57,Near Mint,English,,,,,,,,25,Rare,$0.33
64,8,Carnival Hellsteed,Return to Ravnica,147,Near Mint,English,,,,,,,,25,Rare,$0.28
5,0,Carnivorous Plant,The Dark,38,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Carnophage,Exodus,53,Near Mint,English,,,,,,,,,Common,$0.26
2,0,Carpet of Flowers,Urza's Saga,240,Near Mint,English,,,,,,,,,Uncommon,$2.48
4,0,Carrion Wall,Nemesis,54,Near Mint,English,,,,,,,,,Uncommon,$0.21
3,0,Castle,Revised Edition,192,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Castle Sengir,Homelands,138,Near Mint,English,,,,,,,,,Uncommon,$0.22
2,0,Cat Burglar,Exodus,54,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Cat Warriors,Legends,91,Good (Lightly Played),English,,,,,,,,,Common,$0.19
3,0,Cat Warriors,Legends,91,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Cat Warriors,Classic Sixth Edition,219,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Catalog,Urza's Saga,64,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Catastrophe,Urza's Saga,6,Near Mint,English,,,,,,,,,Rare,$4.43
55,8,Catch // Release,Dragon's Maze,125,Near Mint,English,,,,,,,,0,Rare,$0.32
4,0,Cateran Brute,Mercadian Masques,120,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Cateran Enforcer,Mercadian Masques,121,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Cateran Kidnappers,Mercadian Masques,122,Near Mint,English,,,,,,,,,Uncommon,$0.22
4,0,Cateran Persuader,Mercadian Masques,124,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Cateran Slaver,Mercadian Masques,125,Near Mint,English,,,,,,,,,Rare,$0.35
3,0,Cateran Summons,Mercadian Masques,126,Near Mint,English,,,,,,,,,Uncommon,$0.19
4,4,Cathars' Crusade,Avacyn Restored,10,Near Mint,English,,,,,,,,125,Rare,$1.43
1,0,Cathedral of Serra,Legends,246,Near Mint,English,,,,,,,,,Uncommon,$1.35
22,8,Cathedral of War,Magic 2013,221,Near Mint,English,,,,,,,,175,Rare,$1.72
1,0,Cathodion,Urza's Saga,287,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Cauldron Dance,Invasion,238,Near Mint,English,,,,,,,,,Uncommon,$0.32
3,0,Caustic Wasps,Mercadian Masques,234,Near Mint,English,,,,,,,,,Uncommon,$0.19
2,0,Cave People,The Dark,59,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Cave Sense,Mercadian Masques,179,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Cavern Crawler,Mercadian Masques,181,Near Mint,English,,,,,,,,,Common,$0.14
6,0,Cavern Harpy,Planeshift,97,Near Mint,English,,,,,,,,,Common,$0.15
2,2,Cavern of Souls,Avacyn Restored,226,Near Mint,English,,,,,,,,5475,Rare,$55.93
2,2,Caves of Koilos,Magic 2015 Core Set,241,Near Mint,English,,,,,,,,200,Rare,$2.01
9,8,Caves of Koilos,Magic Origins,245,Near Mint,English,,,,,,,,175,Rare,$1.89
59,8,Celestial Archon,Theros,3,Near Mint,English,,,,,,,,25,Rare,$0.27
2,2,Celestial Colonnade,Worldwake,133,Near Mint,English,,,,,,,,3800,Rare,$39.21
2,0,Celestial Convergence,Prophecy,5,Near Mint,English,,,,,,,,,Rare,$0.72
1,0,Celestial Dawn,Mirage,210,Near Mint,English,,,,,,,,,Rare,$0.74
1,0,Celestial Dawn,Classic Sixth Edition,7,Near Mint,English,,,,,,,,,Rare,$0.87
1,0,Celestial Prism,Revised Edition,239,Near Mint,English,,,,,,,,,Uncommon,$0.16
5,5,Cemetery Reaper,Magic 2012,86,Near Mint,English,,,,,,,,300,Rare,$2.97
12,8,Cerebral Eruption,Scars of Mirrodin,86,Near Mint,English,,,,,,,,25,Rare,$0.28
4,0,Ceremonial Guard,Mercadian Masques,182,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Ceta Disciple,Apocalypse,19,Near Mint,English,,,,,,,,,Common,$0.15
7,0,Ceta Sanctuary,Apocalypse,20,Near Mint,English,,,,,,,,,Uncommon,$0.17
3,0,Chain Lightning,Legends,137,Near Mint,English,,,,,,,,,Common,$12.63
68,8,Chained to the Rocks,Theros,4,Near Mint,English,,,,,,,,50,Rare,$0.37
1,0,Chambered Nautilus,Mercadian Masques,64,Near Mint,English,,,,,,,,,Uncommon,$0.19
2,0,Chameleon Spirit,Mercadian Masques,65,Near Mint,English,,,,,,,,,Uncommon,$0.22
23,8,Champion of Lambholt,Avacyn Restored,171,Near Mint,English,,,,,,,,200,Rare,$2.09
14,8,Champion of Stray Souls,Born of the Gods,63,Near Mint,English,,,,,,,,75,MythicRare,$0.65
2,2,Champion of the Parish,Innistrad,6,Near Mint,English,,,,,,,,250,Rare,$2.65
9,8,Chancellor of the Annex,New Phyrexia,6,Near Mint,English,,,,,,,,100,Rare,$1.09
14,8,Chancellor of the Dross,New Phyrexia,54,Near Mint,English,,,,,,,,50,Rare,$0.45
4,4,Chancellor of the Forge,New Phyrexia,81,Near Mint,English,,,,,,,,50,Rare,$0.53
15,8,Chancellor of the Spires,New Phyrexia,31,Near Mint,English,,,,,,,,50,Rare,$0.41
10,8,Chancellor of the Tangle,New Phyrexia,106,Near Mint,English,,,,,,,,25,Rare,$0.35
33,8,Chandra's Ignition,Magic Origins,137,Near Mint,English,,,,,,,,50,Rare,$0.39
5,5,Chandra's Phoenix,Magic 2014 Core Set,134,Near Mint,English,,,,,,,,50,Rare,$0.59
16,8,"Chandra, Fire of Kaladesh",Magic Origins,135,Near Mint,English,,,,,,,,425,MythicRare,$4.53
3,3,"Chandra, Flamecaller",Oath of the Gatewatch,104,Near Mint,English,,,,,,,,1325,MythicRare,$15.56
3,3,"Chandra, Pyromaster",Magic 2015 Core Set,134,Near Mint,English,,,,,,,,300,MythicRare,$3.21
9,0,Channel,Revised Edition,95,Near Mint,English,,,,,,,,,Uncommon,$0.29
62,8,Chaos Imps,Return to Ravnica,90,Near Mint,English,,,,,,,,25,Rare,$0.24
3,0,Chaoslace,Revised Edition,140,Near Mint,English,,,,,,,,,Rare,$0.29
2,0,Chaotic Strike,Invasion,140,Near Mint,English,,,,,,,,,Uncommon,$0.22
1,0,Charging Paladin,Exodus,4,Near Mint,English,,,,,,,,,Common,$0.15
4,0,Charging Troll,Invasion,239,Near Mint,English,,,,,,,,,Uncommon,$0.22
4,0,Charm Peddler,Mercadian Masques,6,Near Mint,English,,,,,,,,,Common,$0.14
37,8,Charmbreaker Devils,Innistrad,134,Near Mint,English,,,,,,,,25,Rare,$0.29
1,0,Charmed Griffin,Mercadian Masques,7,Near Mint,English,,,,,,,,,Uncommon,$0.18
17,8,Chief Engineer,Magic 2015 Core Set,47,Near Mint,English,,,,,,,,50,Rare,$0.54
3,0,Chieftain en-Dal,Nemesis,4,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Chill,Classic Sixth Edition,60,Near Mint,English,,,,,,,,,Uncommon,$0.41
2,0,Chilling Apparition,Prophecy,59,Near Mint,English,,,,,,,,,Uncommon,$0.20
1,0,Chimeric Idol,Prophecy,136,Near Mint,English,,,,,,,,,Uncommon,$0.30
10,8,Chimeric Mass,Scars of Mirrodin,141,Near Mint,English,,,,,,,,25,Rare,$0.28
1,0,Cho-Arrim Legate,Mercadian Masques,10,Near Mint,English,,,,,,,,,Uncommon,$0.19
4,0,Cho-Manno's Blessing,Mercadian Masques,12,Near Mint,English,,,,,,,,,Common,$0.15
4,4,Choked Estuary,Shadows over Innistrad,270,Near Mint,English,,,,,,,,175,Rare,$2.56
1,0,Choking Sands,Mirage,11,Near Mint,English,,,,,,,,,Common,$0.40
1,0,Choking Vines,Weatherlight,65,Near Mint,English,,,,,,,,,Common,$0.15
4,4,Chord of Calling,Magic 2015 Core Set,172,Near Mint,English,,,,,,,,1100,Rare,$10.92
12,8,Chromanticore,Born of the Gods,144,Near Mint,English,,,,,,,,100,MythicRare,$1.06
1,1,Chromatic Lantern,Return to Ravnica,226,Near Mint,English,,,,,,,,825,Rare,$8.19
3,0,Chromatic Sphere,Invasion,299,Near Mint,English,,,,,,,,,Uncommon,$0.88
3,0,Cinder Crawler,Exodus,80,Near Mint,English,,,,,,,,,Common,$0.14
